Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,0.002554349834099412,0.002464171964675188,0.006250609643757343,0.19796514511108398,0.0197965145111084,10
MLP,depth_2_relu,0.14719437062740326,0.13516809046268463,0.34030869603157043,0.052716970443725586,0.005271697044372558,10
MLP,depth_2_silu,0.0620693564414978,0.061340268701314926,0.13419649004936218,0.17487812042236328,0.017487812042236327,10
MLP,depth_3_tanh,0.00040041410829871893,0.00035334841231815517,0.002618107944726944,0.20423126220703125,0.020423126220703126,10
MLP,depth_3_relu,0.004702907521277666,0.005006047897040844,0.009218626655638218,0.11244583129882812,0.011244583129882812,10
MLP,depth_3_silu,3.5948037293564994e-06,3.178999349984224e-06,0.00035590349580161273,0.1842958927154541,0.01842958927154541,10
MLP,depth_4_tanh,0.00020497478544712067,0.00020325490913819522,0.0019759228453040123,0.2306690216064453,0.023066902160644533,10
MLP,depth_4_relu,0.0030784360133111477,0.0032523784320801497,0.006575731094926596,0.18939495086669922,0.018939495086669922,10
MLP,depth_4_silu,4.024184090667404e-05,4.0009868826018646e-05,0.00027594968560151756,0.21187090873718262,0.021187090873718263,10
MLP,depth_5_tanh,0.0009899999713525176,0.0009428729536011815,0.009786147624254227,0.2487471103668213,0.02487471103668213,10
MLP,depth_5_relu,0.021787164732813835,0.017955467104911804,0.07146613299846649,0.22119712829589844,0.022119712829589844,10
MLP,depth_5_silu,4.736622031487059e-06,4.654653821489774e-06,0.00024783489061519504,0.2270519733428955,0.02270519733428955,10
MLP,depth_6_tanh,0.4248424768447876,0.41232532262802124,0.445997953414917,0.15181326866149902,0.015181326866149902,10
MLP,depth_6_relu,0.4989158809185028,0.48258036375045776,0.4657294452190399,0.022235870361328125,0.0022235870361328124,10
MLP,depth_6_silu,1.123360902965942e-06,1.0980728575304965e-06,0.0001956219202838838,0.2529759407043457,0.02529759407043457,10
SIREN,depth_2,1.098597990356609e-09,1.0346965506613515e-09,1.5926807650501473e-09,0.044538021087646484,0.004453802108764648,10
SIREN,depth_3,0.0009674482280388474,0.0010291244834661484,0.003309145336970687,0.2328190803527832,0.02328190803527832,10
SIREN,depth_4,4.98246549796022e-07,4.870097995990363e-07,0.00037844834150746465,0.23436307907104492,0.023436307907104492,10
SIREN,depth_5,2.1578674932243302e-05,2.2691941921948455e-05,0.0003269405278842896,0.2808656692504883,0.02808656692504883,10
SIREN,depth_6,1.6361346979465452e-06,1.7548436517245136e-06,0.00024446577299386263,0.3119468688964844,0.031194686889648438,10
KAN,grid_3,0.014801503,0.01504284,,1.1207449436187744,0.11207449436187744,1
KAN,grid_5,0.0023492943,0.0022958876,,1.1215920448303223,0.11215920448303222,1
KAN,grid_10,0.00067639793,0.0006779049,,1.1975769996643066,0.11975769996643067,1
KAN,grid_20,0.00011640749,0.00011024842,,1.3416860103607178,0.13416860103607178,1
KAN,grid_50,7.453231e-06,8.693891e-06,,1.6723089218139648,0.16723089218139647,1
KAN,grid_100,0.004786937,0.0075731785,,3.7353341579437256,0.37353341579437255,1
KAN_PRUNING,grid_3,0.014801503,0.01504284,,1.0023300647735596,0.10023300647735596,1
KAN_PRUNING,grid_5,0.0023492943,0.0022958876,,1.1238861083984375,0.11238861083984375,1
KAN_PRUNING,grid_10,0.00067639793,0.0006779049,,1.3875150680541992,0.13875150680541992,1
KAN_PRUNING,grid_20,0.00011640749,0.00011024842,,1.6044270992279053,0.16044270992279053,1
KAN_PRUNING,grid_50,7.453231e-06,8.693891e-06,,2.0975139141082764,0.20975139141082763,1
KAN_PRUNING,grid_100,0.004786937,0.0075731785,,3.7623980045318604,0.37623980045318606,1
KAN_PRUNING,grid_pruned,2.2914762666914612e-05,5.735303057008423e-05,0.07066872715950012,,,1
