Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,0.46779966354370117,0.4690065383911133,0.9073630571365356,0.11152100563049316,0.011152100563049317,10
MLP,depth_2_relu,0.4479847550392151,0.4599895775318146,0.4842546880245209,0.06255507469177246,0.006255507469177246,10
MLP,depth_2_silu,0.4675524830818176,0.4675194025039673,0.6320199370384216,0.1268930435180664,0.012689304351806641,10
MLP,depth_3_tanh,0.40708228945732117,0.4080333113670349,0.48542267084121704,0.200728178024292,0.0200728178024292,10
MLP,depth_3_relu,0.3718869686126709,0.39635559916496277,0.578549861907959,0.18644189834594727,0.018644189834594725,10
MLP,depth_3_silu,0.4583226442337036,0.46485912799835205,0.8142854571342468,0.19093823432922363,0.019093823432922364,10
MLP,depth_4_tanh,0.44121262431144714,0.4372687339782715,2.156759738922119,0.22177600860595703,0.022177600860595705,10
MLP,depth_4_relu,0.362941712141037,0.37590765953063965,0.5914512276649475,0.20253396034240723,0.02025339603424072,10
MLP,depth_4_silu,0.4106902480125427,0.40327340364456177,0.45213648676872253,0.22139811515808105,0.022139811515808107,10
MLP,depth_5_tanh,0.43089544773101807,0.4286651015281677,0.5933384299278259,0.2648351192474365,0.02648351192474365,10
MLP,depth_5_relu,0.40807974338531494,0.4202064573764801,0.45940741896629333,0.18478679656982422,0.01847867965698242,10
MLP,depth_5_silu,0.2588168680667877,0.2527735233306885,3.9048879146575928,0.29128503799438477,0.029128503799438477,10
MLP,depth_6_tanh,0.4739181399345398,0.47514989972114563,0.6876146793365479,0.19752717018127441,0.01975271701812744,10
MLP,depth_6_relu,0.45081281661987305,0.45996326208114624,0.47110190987586975,0.2250051498413086,0.02250051498413086,10
MLP,depth_6_silu,0.35905420780181885,0.36039164662361145,0.6118313670158386,0.2678039073944092,0.02678039073944092,10
SIREN,depth_2,0.4536712169647217,0.448935866355896,0.5090600848197937,0.08698511123657227,0.008698511123657226,10
SIREN,depth_3,0.0004003910580649972,0.0004131222958676517,0.0004186301666777581,0.22255611419677734,0.022255611419677735,10
SIREN,depth_4,0.0010923863155767322,0.001125506591051817,0.048288844525814056,0.2593269348144531,0.025932693481445314,10
SIREN,depth_5,0.0018765970598906279,0.0020153773948550224,0.06290685385465622,0.2949981689453125,0.02949981689453125,10
SIREN,depth_6,1.54224326252006e-05,1.5372348570963368e-05,2.1842948626726866e-05,0.31773996353149414,0.03177399635314941,10
KAN,grid_3,0.6400142,0.64183235,,0.9450900554656982,0.09450900554656982,1
KAN,grid_5,0.098109074,0.10657111,,1.0603199005126953,0.10603199005126954,1
KAN,grid_10,0.029620975,0.03074286,,1.2715740203857422,0.12715740203857423,1
KAN,grid_20,0.007927327,0.008597649,,1.4199638366699219,0.1419963836669922,1
KAN,grid_50,0.00085058575,0.00096234493,,2.0547409057617188,0.20547409057617189,1
KAN,grid_100,0.0007701984,0.00092651654,,4.1700279712677,0.41700279712677,1
KAN_PRUNING,grid_3,0.6400142,0.64183235,,0.9038143157958984,0.09038143157958985,1
KAN_PRUNING,grid_5,0.098109074,0.10657111,,0.9848718643188477,0.09848718643188477,1
KAN_PRUNING,grid_10,0.029620975,0.03074286,,1.185500144958496,0.1185500144958496,1
KAN_PRUNING,grid_20,0.007927327,0.008597649,,1.177535057067871,0.11775350570678711,1
KAN_PRUNING,grid_50,0.00085058575,0.00096234493,,1.814312219619751,0.1814312219619751,1
KAN_PRUNING,grid_100,0.0007701984,0.00092651654,,3.1432440280914307,0.3143244028091431,1
KAN_PRUNING,grid_pruned,3.697907959576696e-05,3.873743480653502e-05,0.06235460191965103,,,1
