Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,0.07092408835887909,0.06973026692867279,0.18014463782310486,0.16379594802856445,0.016379594802856445,10
MLP,depth_2_relu,0.44480523467063904,0.42037534713745117,0.543266236782074,0.06124591827392578,0.0061245918273925785,10
MLP,depth_2_silu,0.4415284991264343,0.4256235659122467,0.695055365562439,0.16143488883972168,0.016143488883972167,10
MLP,depth_3_tanh,0.055037710815668106,0.053935326635837555,0.20167389512062073,0.19710612297058105,0.019710612297058106,10
MLP,depth_3_relu,0.20770400762557983,0.1852111965417862,0.3847793936729431,0.14935994148254395,0.014935994148254394,10
MLP,depth_3_silu,0.43234097957611084,0.40752682089805603,0.6860421299934387,0.18297314643859863,0.018297314643859863,10
MLP,depth_4_tanh,0.3165716528892517,0.2768200635910034,0.2942807078361511,0.22340607643127441,0.022340607643127442,10
MLP,depth_4_relu,0.039372652769088745,0.038500603288412094,0.1984216719865799,0.19713521003723145,0.019713521003723145,10
MLP,depth_4_silu,0.2439509481191635,0.21503987908363342,0.7730550765991211,0.21258187294006348,0.02125818729400635,10
MLP,depth_5_tanh,0.19173038005828857,0.16990657150745392,0.24696318805217743,0.2568778991699219,0.025687789916992186,10
MLP,depth_5_relu,0.015304280444979668,0.017015082761645317,0.02857869304716587,0.2165379524230957,0.02165379524230957,10
MLP,depth_5_silu,0.012765553779900074,0.012999809347093105,0.03684493154287338,0.23509812355041504,0.023509812355041505,10
MLP,depth_6_tanh,0.03335358202457428,0.028450606390833855,0.2043202519416809,0.2850019931793213,0.02850019931793213,10
MLP,depth_6_relu,0.016581906005740166,0.018568318337202072,0.09655551612377167,0.2305006980895996,0.02305006980895996,10
MLP,depth_6_silu,0.0013478604378178716,0.001615904737263918,0.07478698343038559,0.2621629238128662,0.026216292381286622,10
SIREN,depth_2,1.173922070663025e-10,1.182134251598299e-10,1.250215347914363e-10,0.02434825897216797,0.002434825897216797,10
SIREN,depth_3,3.441611397647648e-06,3.083132696701796e-06,0.0077593675814569,0.21471595764160156,0.021471595764160155,10
SIREN,depth_4,9.082538781512994e-06,9.014767783810385e-06,0.028654905036091805,0.24088191986083984,0.024088191986083984,10
SIREN,depth_5,1.2429493835952599e-05,1.3065464372630231e-05,1.6326128388755023e-05,0.2782561779022217,0.02782561779022217,10
SIREN,depth_6,2.092406248266343e-07,2.2782832331813552e-07,2.6212069315079134e-07,0.2755160331726074,0.027551603317260743,10
KAN,grid_3,0.019630052,0.020353489,,1.1227049827575684,0.11227049827575683,1
KAN,grid_5,0.0061130496,0.005973315,,1.157153844833374,0.1157153844833374,1
KAN,grid_10,0.0017471035,0.0017690945,,1.3777470588684082,0.13777470588684082,1
KAN,grid_20,0.00028704442,0.00026636288,,1.5188868045806885,0.15188868045806886,1
KAN,grid_50,3.7031266e-05,3.7031572e-05,,2.1379940509796143,0.21379940509796141,1
KAN,grid_100,0.0357611,0.036944922,,4.293699026107788,0.4293699026107788,1
KAN_PRUNING,grid_3,0.019630052,0.020353489,,0.9740726947784424,0.09740726947784424,1
KAN_PRUNING,grid_5,0.0061130496,0.005973315,,1.0831003189086914,0.10831003189086914,1
KAN_PRUNING,grid_10,0.0017471035,0.0017690945,,1.2688119411468506,0.12688119411468507,1
KAN_PRUNING,grid_20,0.00028704442,0.00026636288,,1.4352750778198242,0.14352750778198242,1
KAN_PRUNING,grid_50,3.7031266e-05,3.7031572e-05,,2.2075703144073486,0.22075703144073486,1
KAN_PRUNING,grid_100,0.0357611,0.036944922,,3.8808670043945312,0.38808670043945315,1
KAN_PRUNING,grid_pruned,0.0012788564199581742,0.0013649272732436657,0.12884391844272614,,,1
