Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,0.0012349772732704878,0.0012450660578906536,0.002919753547757864,0.17818307876586914,0.017818307876586913,10
MLP,depth_2_relu,0.015853911638259888,0.01580127701163292,0.036935899406671524,0.04910588264465332,0.004910588264465332,10
MLP,depth_2_silu,0.000248848635237664,0.00029178892145864666,0.0007649390026926994,0.17014002799987793,0.01701400279998779,10
MLP,depth_3_tanh,0.00027879406115971506,0.0002947299217339605,0.0013413900742307305,0.20992374420166016,0.020992374420166014,10
MLP,depth_3_relu,0.007884914055466652,0.007855253294110298,0.01656775176525116,0.16220593452453613,0.016220593452453615,10
MLP,depth_3_silu,1.7309685063082725e-05,1.8980834283865988e-05,5.158876228961162e-05,0.21451640129089355,0.021451640129089355,10
MLP,depth_4_tanh,0.00014584505697712302,0.00013673699868377298,0.0005394464242272079,0.24064111709594727,0.024064111709594726,10
MLP,depth_4_relu,0.005983270239084959,0.0060869730077683926,0.012530761770904064,0.2123401165008545,0.021234011650085448,10
MLP,depth_4_silu,0.0035740805324167013,0.004078857600688934,0.010352985933423042,0.22756385803222656,0.022756385803222656,10
MLP,depth_5_tanh,0.0006539247697219253,0.00069110665936023,0.0029706847853958607,0.2659921646118164,0.02659921646118164,10
MLP,depth_5_relu,3.228086471557617,3.615729570388794,4.281589508056641,0.01994490623474121,0.001994490623474121,10
MLP,depth_5_silu,1.8032955267699435e-05,1.9333492673467845e-05,6.653448508586735e-05,0.25191497802734375,0.025191497802734376,10
MLP,depth_6_tanh,0.0009610860142856836,0.0009977228473871946,0.002921459497883916,0.29209399223327637,0.029209399223327638,10
MLP,depth_6_relu,0.008406423963606358,0.008872192353010178,0.01656634733080864,0.2502248287200928,0.025022482872009276,10
MLP,depth_6_silu,5.113498991704546e-05,6.172703433549032e-05,0.0001224115549121052,0.272244930267334,0.0272244930267334,10
SIREN,depth_2,0.5271270871162415,0.47682249546051025,0.883787989616394,0.18082213401794434,0.018082213401794434,10
SIREN,depth_3,0.6272771954536438,0.7452144026756287,1.1906988620758057,0.21912193298339844,0.021912193298339842,10
SIREN,depth_4,1.1337896585464478,1.5510470867156982,2.053605556488037,0.2682461738586426,0.02682461738586426,10
SIREN,depth_5,1.322269320487976,2.5041987895965576,3.727877378463745,0.2846846580505371,0.02846846580505371,10
SIREN,depth_6,1.1416385173797607,1.9918659925460815,2.9588494300842285,0.3264000415802002,0.03264000415802002,10
KAN,grid_3,0.005044224,0.0051343855,,1.0127899646759033,0.10127899646759034,1
KAN,grid_5,0.0024129108,0.0024071292,,1.1802341938018799,0.11802341938018798,1
KAN,grid_10,0.00035091513,0.00045561578,,1.4173219203948975,0.14173219203948975,1
KAN,grid_20,0.00010287946,0.00013328737,,1.528738021850586,0.15287380218505858,1
KAN,grid_50,4.923996e-05,0.00020598999,,2.2108421325683594,0.22108421325683594,1
KAN,grid_100,4.4280707e-05,0.0011705392,,4.093476057052612,0.40934760570526124,1
