Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,0.0011449783341959119,0.0011126430472359061,0.0028047356754541397,0.18599390983581543,0.018599390983581543,10
MLP,depth_2_relu,0.015762856230139732,0.01555960439145565,0.03630775958299637,0.05912494659423828,0.005912494659423828,10
MLP,depth_2_silu,0.0004434685397427529,0.0004891140852123499,0.0013783011818304658,0.1644599437713623,0.01644599437713623,10
MLP,depth_3_tanh,0.0003703767142724246,0.0003811214992310852,0.001499889069236815,0.2291271686553955,0.02291271686553955,10
MLP,depth_3_relu,0.007782334927469492,0.009168925695121288,0.016862845048308372,0.18794584274291992,0.01879458427429199,10
MLP,depth_3_silu,1.9342212908668444e-05,2.0251118257874623e-05,8.451983012491837e-05,0.19248104095458984,0.019248104095458983,10
MLP,depth_4_tanh,9.811855852603912e-05,0.00010990735609084368,0.0004893004079349339,0.2631809711456299,0.02631809711456299,10
MLP,depth_4_relu,0.007871794514358044,0.009167971089482307,0.016046762466430664,0.20552897453308105,0.020552897453308107,10
MLP,depth_4_silu,0.002363484352827072,0.0024577288422733545,0.006570378318428993,0.21208930015563965,0.021208930015563964,10
MLP,depth_5_tanh,0.0005487058660946786,0.0006135292933322489,0.0027084520552307367,0.29646897315979004,0.029646897315979005,10
MLP,depth_5_relu,3.228086471557617,3.615729570388794,4.281589984893799,0.020512104034423828,0.0020512104034423827,10
MLP,depth_5_silu,1.359678844892187e-05,1.555979179101996e-05,5.4262422054307535e-05,0.23596906661987305,0.023596906661987306,10
MLP,depth_6_tanh,0.00032759387977421284,0.0003520385653246194,0.0010746732586994767,0.35109925270080566,0.03510992527008057,10
MLP,depth_6_relu,0.01330629177391529,0.013222784735262394,0.027084777131676674,0.2454662322998047,0.02454662322998047,10
MLP,depth_6_silu,3.9822774851927534e-05,4.419602555572055e-05,0.00012516049901023507,0.2620680332183838,0.02620680332183838,10
SIREN,depth_2,0.492486834526062,0.4579188823699951,0.8490387797355652,0.20202279090881348,0.020202279090881348,10
SIREN,depth_3,0.6289383769035339,0.7492848038673401,1.1436803340911865,0.2513582706451416,0.02513582706451416,10
SIREN,depth_4,1.265382170677185,1.9367859363555908,2.357978105545044,0.2968583106994629,0.029685831069946288,10
SIREN,depth_5,1.3174598217010498,2.3196799755096436,3.27148175239563,0.3339049816131592,0.03339049816131592,10
SIREN,depth_6,1.1969761848449707,2.1361618041992188,2.954659938812256,0.3869810104370117,0.03869810104370117,10
KAN,grid_3,0.0048811715,0.0048018564,,1.4817919731140137,0.14817919731140136,1
KAN,grid_5,0.0027596932,0.0027977482,,1.708240270614624,0.1708240270614624,1
KAN,grid_10,0.00043504225,0.00054644764,,1.9400649070739746,0.19400649070739745,1
KAN,grid_20,0.00011136041,0.00016655226,,2.405458927154541,0.2405458927154541,1
KAN,grid_50,4.804995e-05,0.00017311824,,3.1180899143218994,0.31180899143218993,1
KAN,grid_100,3.3355926e-05,0.00076463877,,5.401206731796265,0.5401206731796264,1
