Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,2.142412995453924e-05,2.2175832782522775e-05,0.00043439283035695553,0.1861870288848877,0.01861870288848877,10
MLP,depth_2_relu,14.851240158081055,14.59963321685791,23.376571655273438,0.03491806983947754,0.003491806983947754,10
MLP,depth_2_silu,1.1624003648757935,1.1789979934692383,385.6074523925781,0.1433858871459961,0.01433858871459961,10
MLP,depth_3_tanh,0.0008330950513482094,0.0008363804663531482,0.016967490315437317,0.20005393028259277,0.020005393028259277,10
MLP,depth_3_relu,0.08129426836967468,0.07757418602705002,0.3856019079685211,0.1105051040649414,0.01105051040649414,10
MLP,depth_3_silu,0.0004207845195196569,0.0003899163566529751,0.004954374860972166,0.17043185234069824,0.017043185234069825,10
MLP,depth_4_tanh,0.0001980490778805688,0.00020943311392329633,0.004494326654821634,0.24344301223754883,0.02434430122375488,10
MLP,depth_4_relu,3.127702236175537,3.2111988067626953,6.142046928405762,0.12355184555053711,0.012355184555053711,10
MLP,depth_4_silu,0.0009121333132497966,0.0008941793348640203,0.01102779433131218,0.18825912475585938,0.01882591247558594,10
MLP,depth_5_tanh,0.001352137653157115,0.0011834361357614398,0.018269773572683334,0.2760908603668213,0.027609086036682128,10
MLP,depth_5_relu,0.025467967614531517,0.027149688452482224,0.05722886323928833,0.19947528839111328,0.019947528839111328,10
MLP,depth_5_silu,0.00036898526013828814,0.00037960309418849647,0.0062534320168197155,0.21351909637451172,0.02135190963745117,10
MLP,depth_6_tanh,3.4338042736053467,3.157672882080078,6.897483825683594,0.31252527236938477,0.03125252723693848,10
MLP,depth_6_relu,3.117727518081665,3.2014098167419434,6.146487712860107,0.2316420078277588,0.023164200782775878,10
MLP,depth_6_silu,0.00023091900220606476,0.00022860321041662246,0.0049879709258675575,0.21279501914978027,0.021279501914978027,10
SIREN,depth_2,5.051484549767338e-06,5.00193618790945e-06,5.485171641339548e-06,0.16054677963256836,0.016054677963256835,10
SIREN,depth_3,2.1913983821868896,2.65631365776062,3.3212852478027344,0.20542430877685547,0.020542430877685546,10
SIREN,depth_4,3.806497097015381,7.287111282348633,7.248903274536133,0.26549482345581055,0.026549482345581056,10
SIREN,depth_5,16.915361404418945,17.422365188598633,15.752569198608398,0.31467604637145996,0.031467604637146,10
SIREN,depth_6,5.6869120597839355,11.011518478393555,12.35667896270752,0.36580491065979004,0.03658049106597901,10
KAN,grid_3,0.01898749,0.018384025,,1.328449010848999,0.1328449010848999,1
KAN,grid_5,0.0091741625,0.009396488,,1.3740811347961426,0.13740811347961426,1
KAN,grid_10,0.0012090157,0.0012253659,,1.4990150928497314,0.14990150928497314,1
KAN,grid_20,0.00022160515,0.00020133998,,1.6030521392822266,0.16030521392822267,1
KAN,grid_50,2.4730974e-05,2.5455423e-05,,2.431502103805542,0.2431502103805542,1
KAN,grid_100,9.916371e-06,1.1451105e-05,,3.0982320308685303,0.309823203086853,1
