Model,Configuration,Final Train MSE,Final Test MSE,Final Dense MSE,Total Time (s),Time per Epoch (s),Epochs
MLP,depth_2_tanh,0.016357745975255966,0.017290126532316208,0.01637992076575756,0.18576812744140625,0.018576812744140626,10
MLP,depth_2_relu,0.03018823452293873,0.03111681342124939,0.0440499410033226,0.05953192710876465,0.005953192710876465,10
MLP,depth_2_silu,0.021660832688212395,0.022627128288149834,0.06515767425298691,0.16562891006469727,0.016562891006469727,10
MLP,depth_3_tanh,8.109346936180373e-07,6.922921602381393e-05,0.0003679417131934315,0.19703006744384766,0.019703006744384764,10
MLP,depth_3_relu,0.01255783624947071,0.011507174000144005,0.014049299992620945,0.15653705596923828,0.015653705596923827,10
MLP,depth_3_silu,0.01924797333776951,0.020079128444194794,0.019193315878510475,0.19476771354675293,0.019476771354675293,10
MLP,depth_4_tanh,0.008268672972917557,0.008114815689623356,0.00864050816744566,0.2262101173400879,0.022621011734008788,10
MLP,depth_4_relu,0.07423767447471619,0.06852402538061142,0.07940372824668884,0.04912686347961426,0.004912686347961426,10
MLP,depth_4_silu,0.011968190781772137,0.013285360299050808,0.013038101606070995,0.20844078063964844,0.020844078063964842,10
MLP,depth_5_tanh,0.00048298019100911915,0.0010101506486535072,0.0008367463015019894,0.2508511543273926,0.02508511543273926,10
MLP,depth_5_relu,0.001080015324987471,0.0007089354330673814,0.003354222048074007,0.2154381275177002,0.02154381275177002,10
MLP,depth_5_silu,0.01304192841053009,0.014348248019814491,0.014352165162563324,0.2326819896697998,0.02326819896697998,10
MLP,depth_6_tanh,0.0003964366624131799,0.0005261347978375852,0.002108559478074312,0.27921485900878906,0.027921485900878906,10
MLP,depth_6_relu,0.007402337156236172,0.007779156323522329,0.010190772823989391,0.23529601097106934,0.023529601097106934,10
MLP,depth_6_silu,0.004121165256947279,0.0034667581785470247,0.004509624559432268,0.2584559917449951,0.025845599174499512,10
SIREN,depth_2,0.01601099781692028,0.017218921333551407,0.03534576669335365,0.15211915969848633,0.015211915969848633,10
SIREN,depth_3,0.0052382019348442554,0.006579635664820671,0.006476797629147768,0.21091198921203613,0.021091198921203612,10
SIREN,depth_4,0.006236209999769926,0.012012600898742676,0.01665342040359974,0.2459259033203125,0.02459259033203125,10
SIREN,depth_5,0.0015909743960946798,0.0014847833663225174,0.008823228068649769,0.31711387634277344,0.031711387634277347,10
SIREN,depth_6,0.0005497945821844041,0.0007162978872656822,0.0389251783490181,0.31466102600097656,0.031466102600097655,10
KAN,grid_3,0.12263303,0.12769954,,1.0382609367370605,0.10382609367370606,1
KAN,grid_5,0.1142026,0.11933483,,1.2396230697631836,0.12396230697631835,1
KAN,grid_10,0.06896214,0.07733531,,1.3927342891693115,0.13927342891693115,1
KAN,grid_20,0.048339266,0.052284237,,1.5590357780456543,0.15590357780456543,1
KAN,grid_50,0.029953621,0.02971749,,2.3074207305908203,0.23074207305908204,1
KAN,grid_100,0.012497735,0.14757392,,4.155854940414429,0.41558549404144285,1
KAN_PRUNING,grid_3,0.12263303,0.12769954,,0.9199531078338623,0.09199531078338623,1
KAN_PRUNING,grid_5,0.1142026,0.11933483,,0.9628860950469971,0.09628860950469971,1
KAN_PRUNING,grid_10,0.06896214,0.07733531,,1.121880054473877,0.11218800544738769,1
KAN_PRUNING,grid_20,0.048339266,0.052284237,,1.320016860961914,0.1320016860961914,1
KAN_PRUNING,grid_50,0.029953621,0.02971749,,1.7121326923370361,0.1712132692337036,1
KAN_PRUNING,grid_100,0.012497735,0.14757392,,2.809035062789917,0.2809035062789917,1
KAN_PRUNING,grid_pruned,0.00015619340410921723,0.021778058260679245,0.03100172057747841,,,1
